1.617000000000000000e+03,1.768000000000000000e+03,1.673000000000000000e+03,1.894000000000000000e+03,1.799000000000000000e+03,1.690000000000000000e+03,9.145929999999999893e-01,9.665270000000000250e-01,8.537489999999999801e-01,8.988329999999999931e-01,9.568050000000000166e-01,1.056780000000000053e+00,9.334740000000000260e-01,9.827679999999999749e-01,1.046149999999999913e+00,8.833159999999999901e-01,9.299610000000000376e-01,9.899409999999999599e-01,1.052810000000000024e+00,1.120710000000000095e+00,1.064500000000000002e+00,5.600000000000000000e+05
1.694000000000000000e+03,1.819000000000000000e+03,1.673000000000000000e+03,1.750000000000000000e+03,1.735000000000000000e+03,1.737000000000000000e+03,9.312810000000000255e-01,1.012550000000000061e+00,9.679999999999999716e-01,9.763690000000000424e-01,9.752450000000000285e-01,1.087269999999999959e+00,1.039430000000000076e+00,1.048410000000000064e+00,1.047209999999999974e+00,9.559999999999999609e-01,9.642650000000000388e-01,9.631549999999999834e-01,1.008650000000000047e+00,1.007479999999999931e+00,9.988489999999999869e-01,5.620000000000000000e+05
1.719000000000000000e+03,1.819000000000000000e+03,1.713000000000000000e+03,1.702000000000000000e+03,1.609000000000000000e+03,1.737000000000000000e+03,9.450250000000000039e-01,1.003500000000000059e+00,1.009989999999999943e+00,1.068370000000000042e+00,9.896369999999999889e-01,1.061879999999999935e+00,1.068740000000000023e+00,1.130519999999999969e+00,1.047209999999999974e+00,1.006459999999999910e+00,1.064640000000000031e+00,9.861830000000000318e-01,1.057800000000000074e+00,9.798499999999999988e-01,9.263099999999999667e-01,5.640000000000000000e+05
1.947000000000000000e+03,2.069000000000000000e+03,2.071000000000000000e+03,2.087000000000000000e+03,2.177000000000000000e+03,2.165000000000000000e+03,9.410340000000000371e-01,9.401260000000000172e-01,9.329180000000000250e-01,8.943499999999999783e-01,8.993069999999999675e-01,9.990339999999999776e-01,9.913750000000000062e-01,9.503899999999999570e-01,9.556580000000000075e-01,9.923330000000000206e-01,9.513089999999999602e-01,9.565820000000000434e-01,9.586590000000000389e-01,9.639720000000000510e-01,1.005540000000000100e+00,5.660000000000000000e+05
1.770000000000000000e+03,1.920000000000000000e+03,1.793000000000000000e+03,1.846000000000000000e+03,1.893000000000000000e+03,1.880000000000000000e+03,9.218750000000000000e-01,9.871720000000000494e-01,9.588299999999999601e-01,9.350239999999999663e-01,9.414890000000000203e-01,1.070829999999999949e+00,1.040089999999999959e+00,1.014259999999999939e+00,1.021279999999999966e+00,9.712889999999999580e-01,9.471739999999999604e-01,9.537229999999999874e-01,9.751720000000000388e-01,9.819149999999999823e-01,1.006909999999999972e+00,5.680000000000000000e+05
1.948000000000000000e+03,2.120000000000000000e+03,2.031000000000000000e+03,2.039000000000000000e+03,2.115000000000000000e+03,2.260000000000000000e+03,9.188680000000000181e-01,9.591330000000000133e-01,9.553700000000000525e-01,9.210399999999999698e-01,8.619470000000000187e-01,1.043819999999999970e+00,1.039730000000000043e+00,1.002359999999999918e+00,9.380530000000000257e-01,9.960769999999999902e-01,9.602840000000000265e-01,8.986730000000000551e-01,9.640659999999999785e-01,9.022120000000000140e-01,9.358410000000000339e-01,5.700000000000000000e+05
2.123000000000000000e+03,2.318000000000000000e+03,2.230000000000000000e+03,2.375000000000000000e+03,2.429000000000000000e+03,2.354000000000000000e+03,9.158760000000000234e-01,9.520180000000000309e-01,8.938949999999999951e-01,8.740219999999999656e-01,9.018690000000000317e-01,1.039460000000000051e+00,9.759999999999999787e-01,9.543019999999999836e-01,9.847069999999999990e-01,9.389469999999999761e-01,9.180730000000000279e-01,9.473240000000000549e-01,9.777689999999999992e-01,1.008920000000000039e+00,1.031859999999999999e+00,5.720000000000000000e+05
1.771000000000000000e+03,1.869000000000000000e+03,1.794000000000000000e+03,1.846000000000000000e+03,1.925000000000000000e+03,1.880000000000000000e+03,9.475660000000000194e-01,9.871790000000000287e-01,9.593720000000000026e-01,9.200000000000000400e-01,9.420209999999999972e-01,1.041809999999999903e+00,1.012459999999999916e+00,9.709090000000000220e-01,9.941489999999999494e-01,9.718310000000000004e-01,9.319479999999999986e-01,9.542549999999999644e-01,9.589609999999999523e-01,9.819149999999999823e-01,1.023940000000000072e+00,5.740000000000000000e+05
1.973000000000000000e+03,2.120000000000000000e+03,2.071000000000000000e+03,1.990000000000000000e+03,2.145000000000000000e+03,2.212000000000000000e+03,9.306600000000000428e-01,9.526799999999999713e-01,9.914570000000000327e-01,9.198140000000000205e-01,8.919529999999999959e-01,1.023660000000000014e+00,1.065330000000000110e+00,9.883450000000000291e-01,9.584089999999999554e-01,1.040699999999999958e+00,9.655010000000000536e-01,9.362570000000000059e-01,9.277389999999999803e-01,8.996380000000000488e-01,9.697109999999999896e-01,5.760000000000000000e+05
1.821000000000000000e+03,1.969000000000000000e+03,1.951000000000000000e+03,1.942000000000000000e+03,2.051000000000000000e+03,1.974000000000000000e+03,9.248349999999999627e-01,9.333669999999999467e-01,9.376929999999999987e-01,8.878599999999999826e-01,9.224919999999999787e-01,1.009230000000000071e+00,1.013900000000000023e+00,9.600199999999999845e-01,9.974669999999999925e-01,1.004629999999999912e+00,9.512429999999999497e-01,9.883490000000000331e-01,9.468550000000000022e-01,9.837890000000000246e-01,1.039009999999999989e+00,5.780000000000000000e+05
2.198000000000000000e+03,2.417000000000000000e+03,2.309000000000000000e+03,2.327000000000000000e+03,2.429000000000000000e+03,2.496000000000000000e+03,9.093919999999999781e-01,9.519269999999999676e-01,9.445639999999999592e-01,9.048990000000000089e-01,8.806089999999999751e-01,1.046769999999999978e+00,1.038680000000000048e+00,9.950599999999999445e-01,9.683490000000000153e-01,9.922649999999999526e-01,9.505970000000000253e-01,9.250800000000000134e-01,9.580070000000000530e-01,9.322920000000000096e-01,9.731570000000000498e-01,5.800000000000000000e+05
1.899000000000000000e+03,2.120000000000000000e+03,2.031000000000000000e+03,2.040000000000000000e+03,2.240000000000000000e+03,2.212000000000000000e+03,8.957549999999999679e-01,9.350070000000000325e-01,9.308819999999999872e-01,8.477679999999999660e-01,8.584990000000000121e-01,1.043819999999999970e+00,1.039220000000000033e+00,9.464289999999999647e-01,9.584089999999999554e-01,9.955880000000000285e-01,9.066959999999999464e-01,9.181740000000000457e-01,9.107140000000000235e-01,9.222420000000000062e-01,1.012659999999999894e+00,5.820000000000000000e+05
1.872000000000000000e+03,1.969000000000000000e+03,1.912000000000000000e+03,1.894000000000000000e+03,2.019000000000000000e+03,1.974000000000000000e+03,9.507360000000000255e-01,9.790790000000000326e-01,9.883840000000000403e-01,9.271920000000000162e-01,9.483279999999999488e-01,1.029809999999999892e+00,1.039600000000000080e+00,9.752349999999999630e-01,9.974669999999999925e-01,1.009500000000000064e+00,9.470030000000000392e-01,9.685920000000000085e-01,9.380880000000000329e-01,9.594730000000000203e-01,1.022799999999999931e+00,5.840000000000000000e+05
2.047000000000000000e+03,2.318000000000000000e+03,2.189000000000000000e+03,2.135000000000000000e+03,2.145000000000000000e+03,2.212000000000000000e+03,8.830890000000000128e-01,9.351300000000000168e-01,9.587820000000000231e-01,9.543120000000000491e-01,9.254069999999999796e-01,1.058929999999999927e+00,1.085709999999999953e+00,1.080650000000000110e+00,1.047919999999999963e+00,1.025290000000000035e+00,1.020510000000000028e+00,9.896019999999999817e-01,9.953379999999999450e-01,9.651899999999999924e-01,9.697109999999999896e-01,5.860000000000000000e+05
2.048000000000000000e+03,2.220000000000000000e+03,2.151000000000000000e+03,2.375000000000000000e+03,2.460000000000000000e+03,2.402000000000000000e+03,9.225229999999999819e-01,9.521150000000000446e-01,8.623159999999999714e-01,8.325200000000000378e-01,8.526230000000000198e-01,1.032080000000000108e+00,9.347370000000000401e-01,9.024389999999999912e-01,9.242299999999999960e-01,9.056840000000000446e-01,8.743900000000000006e-01,8.955039999999999667e-01,9.654470000000000551e-01,9.887590000000000545e-01,1.024149999999999894e+00,5.880000000000000000e+05
2.048000000000000000e+03,2.269000000000000000e+03,2.150000000000000000e+03,2.135000000000000000e+03,2.240000000000000000e+03,2.354000000000000000e+03,9.025999999999999579e-01,9.525580000000000158e-01,9.592509999999999648e-01,9.142860000000000431e-01,8.700080000000000036e-01,1.055350000000000010e+00,1.062759999999999927e+00,1.012950000000000017e+00,9.638910000000000533e-01,1.007030000000000092e+00,9.598210000000000353e-01,9.133390000000000120e-01,9.531250000000000000e-01,9.069669999999999677e-01,9.515719999999999734e-01,5.900000000000000000e+05
2.124000000000000000e+03,2.318000000000000000e+03,2.189000000000000000e+03,2.231000000000000000e+03,2.303000000000000000e+03,2.354000000000000000e+03,9.163069999999999826e-01,9.703060000000000018e-01,9.520389999999999686e-01,9.222749999999999559e-01,9.022940000000000405e-01,1.058929999999999927e+00,1.038999999999999924e+00,1.006510000000000016e+00,9.847069999999999990e-01,9.811739999999999906e-01,9.504989999999999828e-01,9.299070000000000391e-01,9.687360000000000415e-01,9.477489999999999526e-01,9.783349999999999547e-01,5.920000000000000000e+05
1.999000000000000000e+03,2.170000000000000000e+03,2.111000000000000000e+03,2.087000000000000000e+03,2.272000000000000000e+03,2.259000000000000000e+03,9.211979999999999613e-01,9.469450000000000367e-01,9.578339999999999632e-01,8.798420000000000130e-01,8.849050000000000527e-01,1.027949999999999919e+00,1.039770000000000083e+00,9.551060000000000105e-01,9.606019999999999559e-01,1.011500000000000066e+00,9.291369999999999907e-01,9.344839999999999813e-01,9.185740000000000016e-01,9.238600000000000145e-01,1.005749999999999922e+00,5.940000000000000000e+05
2.024000000000000000e+03,2.169000000000000000e+03,2.110000000000000000e+03,2.279000000000000000e+03,2.429000000000000000e+03,2.402000000000000000e+03,9.331490000000000062e-01,9.592420000000000391e-01,8.881090000000000373e-01,8.332650000000000334e-01,8.426310000000000189e-01,1.027959999999999985e+00,9.517330000000000512e-01,8.929599999999999760e-01,9.029970000000000496e-01,9.258450000000000291e-01,8.686700000000000532e-01,8.784349999999999659e-01,9.382460000000000244e-01,9.487929999999999975e-01,1.011239999999999917e+00,5.960000000000000000e+05
